# Binance official API catalog snapshot
# baseline_date: 2026-08-10
# source_catalog: https://developers.binance.com/en/docs/llms.txt
# source_detail: https://developers.binance.com/en/docs/llms-full.txt
# source_catalog_sha256: 44fa6608f682b03358e5b7f53d25e791f5eea4d790bff91db86b95151116fc8e
# source_detail_sha256: 2edabba856125f393ea3e5b7f53d25e791f5eea4d790bff91db86b95151116fc8e
# exposure: local public-surface classification; see README.md
# columns: official_product	interface	method	path_or_message	operation_id	authentication	risk	lifecycle	exposure
Futures (USDⓈ-M) REST	Http	GET	/fapi/v1/userTrades	accountTradeList	USER_DATA	Read	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	GET	/fapi/v1/allOrders	allOrders	USER_DATA	Read	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	POST	/fapi/v1/countdownCancelAll	autoCancelAllOpenOrders	TRADE	FinancialWrite	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	GET	/fapi/v1/algoOrder	queryAlgoOrder	USER_DATA	Read	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	POST	/fapi/v1/algoOrder	newAlgoOrder	TRADE	FinancialWrite	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	DELETE	/fapi/v1/algoOrder	cancelAlgoOrder	TRADE	FinancialWrite	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	DELETE	/fapi/v1/algoOpenOrders	cancelAllAlgoOpenOrders	TRADE	FinancialWrite	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	DELETE	/fapi/v1/allOpenOrders	cancelAllOpenOrders	TRADE	FinancialWrite	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	PUT	/fapi/v1/batchOrders	modifyMultipleOrders	TRADE	FinancialWrite	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	POST	/fapi/v1/batchOrders	placeMultipleOrders	TRADE	FinancialWrite	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	DELETE	/fapi/v1/batchOrders	cancelMultipleOrders	TRADE	FinancialWrite	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	GET	/fapi/v1/order	queryOrder	USER_DATA	Read	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	PUT	/fapi/v1/order	modifyOrder	TRADE	FinancialWrite	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	POST	/fapi/v1/order	newOrder	TRADE	FinancialWrite	documented_active	common_existing
Futures (USDⓈ-M) REST	Http	DELETE	/fapi/v1/order	cancelOrder	TRADE	FinancialWrite	documented_active	common_existing
Futures (USDⓈ-M) REST	Http	POST	/fapi/v1/leverage	changeInitialLeverage	TRADE	FinancialWrite	documented_active	common_existing
Futures (USDⓈ-M) REST	Http	POST	/fapi/v1/marginType	changeMarginType	TRADE	FinancialWrite	documented_active	common_existing
Futures (USDⓈ-M) REST	Http	GET	/fapi/v1/openAlgoOrders	currentAllAlgoOpenOrders	USER_DATA	Read	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	GET	/fapi/v1/openOrders	currentAllOpenOrders	USER_DATA	Read	documented_active	common_existing
Futures (USDⓈ-M) REST	Http	POST	/fapi/v1/stock/contract	futuresTradfiPerpsContract	USER_DATA	Read	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	GET	/fapi/v1/orderAmendment	getOrderModifyHistory	USER_DATA	Read	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	GET	/fapi/v1/positionMargin/history	getPositionMarginChangeHistory	TRADE	FinancialWrite	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	POST	/fapi/v1/positionMargin	modifyIsolatedPositionMargin	TRADE	FinancialWrite	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	GET	/fapi/v1/adlQuantile	positionAdlQuantileEstimation	USER_DATA	Read	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	GET	/fapi/v2/positionRisk	positionInformationV2	USER_DATA	Read	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	GET	/fapi/v3/positionRisk	positionInformationV3	USER_DATA	Read	documented_active	common_existing
Futures (USDⓈ-M) REST	Http	GET	/fapi/v1/allAlgoOrders	queryAllAlgoOrders	USER_DATA	Read	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	GET	/fapi/v1/openOrder	queryCurrentOpenOrder	USER_DATA	Read	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	POST	/fapi/v1/order/test	testOrder	TRADE	FinancialWrite	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	GET	/fapi/v1/forceOrders	usersForceOrders	USER_DATA	Read	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	POST	/fapi/v1/convert/acceptQuote	acceptTheOfferedQuote	USER_DATA	Read	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	GET	/fapi/v1/convert/exchangeInfo	listAllConvertPairs	Public	Read	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	GET	/fapi/v1/convert/orderStatus	orderStatus	USER_DATA	Read	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	POST	/fapi/v1/convert/getQuote	sendQuoteRequest	USER_DATA	Read	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	GET	/fapi/v1/symbolAdlRisk	adlRisk	Public	Read	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	GET	/futures/data/basis	basis	Public	Read	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	GET	/fapi/v1/time	checkServerTime	Public	Read	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	GET	/fapi/v1/indexInfo	compositeIndexSymbolInformation	Public	Read	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	GET	/fapi/v1/aggTrades	compressedAggregateTradesList	Public	Read	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	GET	/fapi/v1/continuousKlines	continuousContractKlineCandlestickData	Public	Read	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	GET	/fapi/v1/exchangeInfo	exchangeInformation	Public	Read	documented_active	common_existing
Futures (USDⓈ-M) REST	Http	GET	/fapi/v1/fundingRate	getFundingRateHistory	Public	Read	documented_active	common_existing
Futures (USDⓈ-M) REST	Http	GET	/fapi/v1/fundingInfo	getFundingRateInfo	Public	Read	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	GET	/fapi/v1/indexPriceKlines	indexPriceKlineCandlestickData	Public	Read	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	GET	/fapi/v1/klines	klineCandlestickData	Public	Read	documented_active	common_existing
Futures (USDⓈ-M) REST	Http	GET	/futures/data/globalLongShortAccountRatio	longShortRatio	Public	Read	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	GET	/fapi/v1/premiumIndex	markPrice	Public	Read	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	GET	/fapi/v1/markPriceKlines	markPriceKlineCandlestickData	Public	Read	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	GET	/fapi/v1/assetIndex	assetIndex	Public	Read	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	GET	/fapi/v1/historicalTrades	oldTradesLookup	MARKET_DATA	Read	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	GET	/fapi/v1/openInterest	openInterest	Public	Read	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	GET	/futures/data/openInterestHist	openInterestStatistics	Public	Read	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	GET	/fapi/v1/depth	orderBook	Public	Read	documented_active	common_existing
Futures (USDⓈ-M) REST	Http	GET	/fapi/v1/premiumIndexKlines	premiumIndexKlineData	Public	Read	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	GET	/futures/data/delivery-price	quarterlyContractSettlementPrice	Public	Read	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	GET	/fapi/v1/constituents	queryIndexPriceConstituents	Public	Read	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	GET	/fapi/v1/insuranceBalance	queryInsuranceFundBalanceSnapshot	Public	Read	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	GET	/fapi/v1/trades	recentTradesList	Public	Read	documented_active	common_existing
Futures (USDⓈ-M) REST	Http	GET	/fapi/v1/rpiDepth	rpiOrderBook	Public	Read	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	GET	/fapi/v1/ticker/bookTicker	symbolOrderBookTicker	Public	Read	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	GET	/fapi/v1/ticker/price	symbolPriceTicker	Public	Read	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	GET	/fapi/v2/ticker/price	symbolPriceTickerV2	Public	Read	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	GET	/futures/data/takerlongshortRatio	takerBuySellVolume	Public	Read	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	GET	/fapi/v1/ping	testConnectivity	Public	Read	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	GET	/fapi/v1/ticker/24hr	ticker24hrPriceChangeStatistics	Public	Read	documented_active	common_existing
Futures (USDⓈ-M) REST	Http	GET	/futures/data/topLongShortAccountRatio	topTraderLongShortRatioAccounts	MARKET_DATA	Read	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	GET	/futures/data/topLongShortPositionRatio	topTraderLongShortRatioPositions	MARKET_DATA	Read	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	GET	/fapi/v1/tradingSchedule	tradingSchedule	Public	Read	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	GET	/fapi/v1/pmAccountInfo	classicPortfolioMarginAccountInformation	USER_DATA	Read	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	PUT	/fapi/v1/listenKey	keepaliveUserDataStream	USER_STREAM	AccountWrite	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	POST	/fapi/v1/listenKey	startUserDataStream	USER_STREAM	AccountWrite	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	DELETE	/fapi/v1/listenKey	closeUserDataStream	USER_STREAM	AccountWrite	documented_active	provider_typed
Futures (USDⓈ-M) WebSocket	WebSocketRequest	POST	/account.status	accountInformation	USER_DATA	Read	documented_active	provider_typed
Futures (USDⓈ-M) WebSocket	WebSocketRequest	POST	/v2/account.status	accountInformationV2	USER_DATA	Read	documented_active	provider_typed
Futures (USDⓈ-M) WebSocket	WebSocketRequest	POST	/account.balance	futuresAccountBalance	USER_DATA	Read	documented_active	provider_typed
Futures (USDⓈ-M) WebSocket	WebSocketRequest	POST	/v2/account.balance	futuresAccountBalanceV2	USER_DATA	Read	documented_active	provider_typed
Futures (USDⓈ-M) WebSocket	WebSocketRequest	POST	/depth	orderBook	Public	Read	documented_active	provider_typed
Futures (USDⓈ-M) WebSocket	WebSocketRequest	POST	/ticker.book	symbolOrderBookTicker	Public	Read	documented_active	provider_typed
Futures (USDⓈ-M) WebSocket	WebSocketRequest	POST	/ticker.price	symbolPriceTicker	Public	Read	documented_active	provider_typed
Futures (USDⓈ-M) WebSocket	WebSocketRequest	POST	/algoOrder.cancel	cancelAlgoOrder	TRADE	FinancialWrite	documented_active	provider_typed
Futures (USDⓈ-M) WebSocket	WebSocketRequest	POST	/order.cancel	cancelOrder	TRADE	FinancialWrite	documented_active	provider_typed
Futures (USDⓈ-M) WebSocket	WebSocketRequest	POST	/order.modify	modifyOrder	TRADE	FinancialWrite	documented_active	provider_typed
Futures (USDⓈ-M) WebSocket	WebSocketRequest	POST	/algoOrder.place	newAlgoOrder	TRADE	FinancialWrite	documented_active	provider_typed
Futures (USDⓈ-M) WebSocket	WebSocketRequest	POST	/order.place	newOrder	TRADE	FinancialWrite	documented_active	provider_typed
Futures (USDⓈ-M) WebSocket	WebSocketRequest	POST	/account.position	positionInformation	USER_DATA	Read	documented_active	provider_typed
Futures (USDⓈ-M) WebSocket	WebSocketRequest	POST	/v2/account.position	positionInformationV2	USER_DATA	Read	documented_active	provider_typed
Futures (USDⓈ-M) WebSocket	WebSocketRequest	POST	/order.status	queryOrder	USER_DATA	Read	documented_active	provider_typed
Futures (USDⓈ-M) WebSocket	WebSocketRequest	POST	/userDataStream.stop	closeUserDataStream	USER_STREAM	AccountWrite	documented_active	provider_typed
Futures (USDⓈ-M) WebSocket	WebSocketRequest	POST	/userDataStream.ping	keepaliveUserDataStream	USER_STREAM	AccountWrite	documented_active	provider_typed
Futures (USDⓈ-M) WebSocket	WebSocketRequest	POST	/userDataStream.start	startUserDataStream	USER_STREAM	AccountWrite	documented_active	provider_typed
Futures (USDⓈ-M) WebSocket Market Streams	WebSocketStream	POST	/{symbol}@aggTrade	aggregateTradeStreams	Public	Read	documented_active	provider_typed
Futures (USDⓈ-M) WebSocket Market Streams	WebSocketStream	POST	/!forceOrder@arr	allMarketLiquidationOrderStreams	Public	Read	documented_active	provider_typed
Futures (USDⓈ-M) WebSocket Market Streams	WebSocketStream	POST	/!miniTicker@arr	allMarketMiniTickersStream	Public	Read	documented_active	provider_typed
Futures (USDⓈ-M) WebSocket Market Streams	WebSocketStream	POST	/!ticker@arr	allMarketTickersStreams	Public	Read	documented_active	provider_typed
Futures (USDⓈ-M) WebSocket Market Streams	WebSocketStream	POST	/{symbol}@compositeIndex	compositeIndexSymbolInformationStreams	Public	Read	documented_active	provider_typed
Futures (USDⓈ-M) WebSocket Market Streams	WebSocketStream	POST	/{pair}_{contractType}@continuousKline_{interval}	continuousContractKlineCandlestickStreams	Public	Read	documented_active	provider_typed
Futures (USDⓈ-M) WebSocket Market Streams	WebSocketStream	POST	/!contractInfo	contractInfoStream	Public	Read	documented_active	provider_typed
Futures (USDⓈ-M) WebSocket Market Streams	WebSocketStream	POST	/{symbol}@miniTicker	individualSymbolMiniTickerStream	Public	Read	documented_active	provider_typed
Futures (USDⓈ-M) WebSocket Market Streams	WebSocketStream	POST	/{symbol}@ticker	individualSymbolTickerStreams	Public	Read	documented_active	common_existing
Futures (USDⓈ-M) WebSocket Market Streams	WebSocketStream	POST	/{symbol}@kline_{interval}	klineCandlestickStreams	Public	Read	documented_active	common_existing
Futures (USDⓈ-M) WebSocket Market Streams	WebSocketStream	POST	/{symbol}@forceOrder	liquidationOrderStreams	Public	Read	documented_active	provider_typed
Futures (USDⓈ-M) WebSocket Market Streams	WebSocketStream	POST	/{symbol}@markPrice@{updateSpeed}	markPriceStream	Public	Read	documented_active	provider_typed
Futures (USDⓈ-M) WebSocket Market Streams	WebSocketStream	POST	/!markPrice@arr@{updateSpeed}	markPriceStreamForAllMarket	Public	Read	documented_active	provider_typed
Futures (USDⓈ-M) WebSocket Market Streams	WebSocketStream	POST	/!assetIndex@arr	assetIndex	Public	Read	documented_active	provider_typed
Futures (USDⓈ-M) WebSocket Market Streams	WebSocketStream	POST	/tradingSession	tradingSessionStream	Public	Read	documented_active	provider_typed
Futures (USDⓈ-M) WebSocket Market Streams	WebSocketStream	POST	/!bookTicker	allBookTickersStream	Public	Read	documented_active	provider_typed
Futures (USDⓈ-M) WebSocket Market Streams	WebSocketStream	POST	/{symbol}@depth@{updateSpeed}	diffBookDepthStreams	Public	Read	documented_active	provider_typed
Futures (USDⓈ-M) WebSocket Market Streams	WebSocketStream	POST	/{symbol}@bookTicker	individualSymbolBookTickerStreams	Public	Read	documented_active	provider_typed
Futures (USDⓈ-M) WebSocket Market Streams	WebSocketStream	POST	/{symbol}@depth{levels}@{updateSpeed}	partialBookDepthStreams	Public	Read	documented_active	common_existing
Futures (USDⓈ-M) WebSocket Market Streams	WebSocketStream	POST	/{symbol}@rpiDepth@500ms	rpiDiffBookDepthStreams	Public	Read	documented_active	provider_typed
Discount Buy REST	Http	GET	/sapi/v1/accumulator/product/list	getDiscountBuyProductList	Public	Read	documented_active	provider_typed
Discount Buy REST	Http	GET	/sapi/v1/accumulator/product/sum-holding	checkDiscountBuyAccounts	USER_DATA	Read	documented_active	provider_typed
Discount Buy REST	Http	GET	/sapi/v1/accumulator/product/position/list	getDiscountBuyPositions	USER_DATA	Read	documented_active	provider_typed
Discount Buy REST	Http	POST	/sapi/v1/accumulator/product/subscribe	subscribeDiscountBuyProducts	USER_DATA	Read	documented_active	provider_typed
Dual Investment REST	Http	GET	/sapi/v1/dci/product/list	getDualInvestmentProductList	Public	Read	documented_active	provider_typed
Dual Investment REST	Http	POST	/sapi/v1/dci/product/auto_compound/edit-status	changeAutoCompoundStatus	USER_DATA	Read	documented_active	provider_typed
Dual Investment REST	Http	GET	/sapi/v1/dci/product/accounts	checkDualInvestmentAccounts	USER_DATA	Read	documented_active	provider_typed
Dual Investment REST	Http	GET	/sapi/v1/dci/product/positions	getDualInvestmentPositions	USER_DATA	Read	documented_active	provider_typed
Dual Investment REST	Http	POST	/sapi/v1/dci/product/subscribe	subscribeDualInvestmentProducts	USER_DATA	Read	documented_active	provider_typed
Exchange Link REST	Http	POST	/sapi/v1/broker/subAccountApi/permission	changeSubAccountApiPermission	Public	Read	documented_active	platform_limited
Exchange Link REST	Http	GET	/sapi/v1/broker/subAccount	querySubAccount	Public	Read	documented_active	platform_limited
Exchange Link REST	Http	POST	/sapi/v1/broker/subAccount	createASubAccount	Public	Read	documented_active	platform_limited
Exchange Link REST	Http	DELETE	/sapi/v1/broker/subAccount	deleteSubAccount	Public	Read	documented_active	platform_limited
Exchange Link REST	Http	GET	/sapi/v1/broker/subAccountApi	querySubAccountApiKey	Public	Read	documented_active	platform_limited
Exchange Link REST	Http	POST	/sapi/v1/broker/subAccountApi	createApiKeyForSubAccount	Public	Read	documented_active	platform_limited
Exchange Link REST	Http	DELETE	/sapi/v1/broker/subAccountApi	deleteSubAccountApiKey	Public	Read	documented_active	platform_limited
Exchange Link REST	Http	DELETE	/sapi/v1/broker/subAccountApi/ipRestriction/ipList	deleteIpRestrictionForSubAccountApiKey	Public	Read	documented_active	platform_limited
Exchange Link REST	Http	POST	/sapi/v1/broker/subAccount/futures	enableFuturesForSubAccount	Public	Read	documented_active	platform_limited
Exchange Link REST	Http	POST	/sapi/v1/broker/subAccount/bnbBurn/marginInterest	enableOrDisableBnbBurnForSubAccountMarginInterest	Public	Read	documented_active	platform_limited
Exchange Link REST	Http	POST	/sapi/v1/broker/subAccount/bnbBurn/spot	enableOrDisableBnbBurnForSubAccountSpotAndMargin	Public	Read	documented_active	platform_limited
Exchange Link REST	Http	POST	/sapi/v1/broker/subAccountApi/permission/universalTransfer	enableUniversalTransferPermissionForSubAccountApiKey	Public	Read	documented_active	platform_limited
Exchange Link REST	Http	GET	/sapi/v1/broker/subAccount/bnbBurn/status	getBnbBurnStatusForSubAccount	Public	Read	documented_active	platform_limited
Exchange Link REST	Http	GET	/sapi/v1/broker/subAccountApi/ipRestriction	getIpRestrictionForSubAccountApiKey	Public	Read	documented_active	platform_limited
Exchange Link REST	Http	GET	/sapi/v1/broker/info	linkAccountInformation	USER_DATA	Read	documented_active	platform_limited
Exchange Link REST	Http	POST	/sapi/v2/broker/subAccountApi/ipRestriction	updateIpRestrictionForSubAccountApiKey	USER_DATA	Read	documented_active	platform_limited
Exchange Link REST	Http	POST	/sapi/v1/broker/futures/accountTransfer	futuresTransferForLinkSubAccount	USER_DATA	Read	documented_active	platform_limited
Exchange Link REST	Http	GET	/sapi/v1/broker/subAccount/depositHist	getSubAccountDepositHistory	Public	Read	documented_active	platform_limited
Exchange Link REST	Http	GET	/sapi/v2/broker/subAccount/depositHist	getSubAccountDepositHistoryV2	Public	Read	documented_active	platform_limited
Exchange Link REST	Http	GET	/sapi/v3/broker/subAccount/futuresSummary	querySubAccountFuturesAssetInfo	Public	Read	documented_active	platform_limited
Exchange Link REST	Http	GET	/sapi/v1/broker/subAccount/marginSummary	querySubAccountMarginAssetInfo	Public	Read	documented_active	platform_limited
Exchange Link REST	Http	GET	/sapi/v1/broker/subAccount/spotSummary	querySubAccountSpotAssetInfo	Public	Read	documented_active	platform_limited
Exchange Link REST	Http	GET	/sapi/v1/broker/transfer/futures	querySubAccountTransferHistoryFutures	Public	Read	documented_active	platform_limited
Exchange Link REST	Http	POST	/sapi/v1/broker/transfer/futures	subAccountTransferFutures	Public	Read	documented_active	platform_limited
Exchange Link REST	Http	GET	/sapi/v1/broker/transfer	querySubAccountTransferHistorySpot	Public	Read	documented_active	platform_limited
Exchange Link REST	Http	POST	/sapi/v1/broker/transfer	subAccountTransferSpot	Public	Read	documented_active	platform_limited
Exchange Link REST	Http	GET	/sapi/v1/broker/universalTransfer	queryUniversalTransferHistory	Public	Read	documented_active	platform_limited
Exchange Link REST	Http	POST	/sapi/v1/broker/universalTransfer	universalTransfer	Public	Read	documented_active	platform_limited
Exchange Link REST	Http	GET	/sapi/v1/broker/subAccountApi/commission/coinFutures	querySubAccountCoinFuturesCommissionAdjustment	Public	Read	documented_active	platform_limited
Exchange Link REST	Http	POST	/sapi/v1/broker/subAccountApi/commission/coinFutures	changeSubAccountCoinFuturesCommissionAdjustment	Public	Read	documented_active	platform_limited
Exchange Link REST	Http	POST	/sapi/v1/broker/subAccountApi/commission	changeSubAccountCommission	Public	Read	documented_active	platform_limited
Exchange Link REST	Http	GET	/sapi/v1/broker/subAccountApi/commission/futures	querySubAccountUsdtFuturesCommissionAdjustment	Public	Read	documented_active	platform_limited
Exchange Link REST	Http	POST	/sapi/v1/broker/subAccountApi/commission/futures	changeSubAccountUsdtFuturesCommissionAdjustment	Public	Read	documented_active	platform_limited
Exchange Link REST	Http	GET	/sapi/v1/broker/rebate/recentRecord	querySpotCommissionRebateRecentRecord	Public	Read	documented_active	platform_limited
Exchange Link REST	Http	GET	/sapi/v1/broker/rebate/futures/recentRecord	queryBrokerFuturesCommissionRebateRecord	Public	Read	documented_active	platform_limited
Fiat REST	Http	POST	/sapi/v1/fiat/deposit	deposit	TRADE	FinancialWrite	documented_active	provider_typed
Fiat REST	Http	POST	/sapi/v2/fiat/withdraw	fiatWithdraw	TRADE	FinancialWrite	documented_active	provider_typed
Fiat REST	Http	GET	/sapi/v1/fiat/orders	getFiatDepositWithdrawHistory	USER_DATA	Read	documented_active	provider_typed
Fiat REST	Http	GET	/sapi/v1/fiat/payments	getFiatPaymentsHistory	USER_DATA	Read	documented_active	provider_typed
Fiat REST	Http	GET	/sapi/v1/fiat/get-order-detail	getOrderDetail	USER_DATA	Read	documented_active	provider_typed
Fund Account REST	Http	GET	/sapi/v1/vip/fund-info/fund-info-basic-info	queryFundInfoForFundManager	Public	Read	documented_active	platform_limited
Fund Account REST	Http	GET	/sapi/v1/vip/fund-info/fund-nav-info	queryFundNavHistory	Public	Read	documented_active	platform_limited
Fund Account REST	Http	GET	/sapi/v1/vip/fund-info/fund-investor-his-info	queryInvestorOperationHistory	Public	Read	documented_active	platform_limited
Fund Account REST	Http	GET	/sapi/v1/capital-connect/redemption/calendar	redemptionCalendar	Public	Read	documented_active	platform_limited
Gift Card REST	Http	POST	/sapi/v1/giftcard/buyCode	createADualTokenGiftCard	TRADE	FinancialWrite	documented_active	provider_typed
Gift Card REST	Http	POST	/sapi/v1/giftcard/createCode	createASingleTokenGiftCard	USER_DATA	Read	documented_active	provider_typed
Gift Card REST	Http	GET	/sapi/v1/giftcard/cryptography/rsa-public-key	fetchRsaPublicKey	USER_DATA	Read	documented_active	provider_typed
Gift Card REST	Http	GET	/sapi/v1/giftcard/buyCode/token-limit	fetchTokenLimit	USER_DATA	Read	documented_active	provider_typed
Gift Card REST	Http	POST	/sapi/v1/giftcard/redeemCode	redeemABinanceGiftCard	USER_DATA	Read	documented_active	provider_typed
Gift Card REST	Http	GET	/sapi/v1/giftcard/verify	verifyBinanceGiftCardByGiftCardNumber	USER_DATA	Read	documented_active	provider_typed
Institutional Loan REST	Http	POST	/sapi/v1/margin/loan-group/edit-member	addCollateralAccounts	TRADE	FinancialWrite	documented_active	platform_limited
Institutional Loan REST	Http	GET	/sapi/v1/margin/loan-group	queryOneRiskUnitDetail	USER_DATA	Read	documented_active	platform_limited
Institutional Loan REST	Http	DELETE	/sapi/v1/margin/loan-group	closeRiskUnit	TRADE	FinancialWrite	documented_active	platform_limited
Institutional Loan REST	Http	GET	/sapi/v1/margin/loan-groups/closed	queryClosedRiskUnitRecord	USER_DATA	Read	documented_active	platform_limited
Institutional Loan REST	Http	GET	/sapi/v1/margin/loan-groups/activated	queryActiveRiskUnits	USER_DATA	Read	documented_active	platform_limited
Institutional Loan REST	Http	GET	/sapi/v1/margin/loan-group/ltv-details	queryRiskUnitDetails	USER_DATA	Read	documented_active	platform_limited
Institutional Loan REST	Http	POST	/sapi/v1/margin/loan-group/borrow	riskUnitBorrow	TRADE	FinancialWrite	documented_active	platform_limited
Institutional Loan REST	Http	GET	/sapi/v1/margin/loan-group/borrow-repay	riskUnitBorrowRepayRecords	USER_DATA	Read	documented_active	platform_limited
Institutional Loan REST	Http	GET	/sapi/v1/margin/loan-group/interest-history	riskUnitInterestHistory	USER_DATA	Read	documented_active	platform_limited
Institutional Loan REST	Http	POST	/sapi/v1/margin/loan-group/repay	riskUnitRepay	TRADE	FinancialWrite	documented_active	platform_limited
Institutional Loan REST	Http	GET	/sapi/v1/margin/loan-group/interest-rebate-balance	queryInterestRebateBalance	USER_DATA	Read	documented_active	platform_limited
Institutional Loan REST	Http	GET	/sapi/v1/margin/loan-group/interest-rebate-balance/records	queryInterestRebateBalanceRecords	USER_DATA	Read	documented_active	platform_limited
Institutional Loan REST	Http	GET	/sapi/v1/margin/loan-group/max-borrowable	queryLoanGroupMaxBorrowable	USER_DATA	Read	documented_active	platform_limited
Institutional Loan REST	Http	GET	/sapi/v1/margin/loan-group/force-liquidation	getRiskUnitForceLiquidationRecord	USER_DATA	Read	documented_active	platform_limited
Institutional Loan REST	Http	GET	/sapi/v1/margin/loan-group/force-liquidation-transfer-record	queryRiskUnitForcedLiquidationTransferRecords	USER_DATA	Read	documented_active	platform_limited
Institutional Loan REST	Http	POST	/sapi/v1/margin/loan-group/transfer-out	riskUnitTransfer	TRADE	FinancialWrite	documented_active	platform_limited
KYC SaaS REST	Http	POST	/bapi/ekyc/v2/public/ekyc/customer/check-kyc-status	checkKycStatus	Public	Read	documented_active	platform_limited
KYC SaaS REST	Http	POST	/bapi/ekyc/v2/public/ekyc/customer/inner-query-kyc-status	queryKycStatusByBrokerSubAccountId	Public	Read	documented_active	platform_limited
KYC SaaS REST	Http	POST	/bapi/ekyc/v2/public/ekyc/customer/query-kyc-info	queryKycStatusByEntityCustomerId	Public	Read	documented_active	platform_limited
KYC SaaS REST	Http	POST	/bapi/ekyc/v2/public/ekyc/customer/query-linked-accounts	queryLinkedAccountsInfo	Public	Read	documented_active	platform_limited
KYC SaaS REST	Http	POST	/bapi/ekyc/v2/public/ekyc/customer/query-share-data-status	queryShareKycInfoStatusApi	Public	Read	documented_active	platform_limited
KYC SaaS REST	Http	POST	/bapi/ekyc/v2/public/ekyc/customer/page-query-rfi-records	kycRfiRecordsQueryApi	Public	Read	documented_active	platform_limited
KYC SaaS REST	Http	POST	/bapi/ekyc/v2/public/ekyc/customer/submit-rfi-record	kycRfiRecordSubmitApi	Public	Read	documented_active	platform_limited
KYC SaaS REST	Http	POST	/bapi/ekyc/v2/public/ekyc/customer/query-submit-rfi-result	queryKycRfiRecordSubmitResultApi	Public	Read	documented_active	platform_limited
KYC SaaS REST	Http	POST	/bapi/ekyc/v2/public/ekyc/customer/share-kyc-data	kycSharing	Public	Read	documented_active	platform_limited
KYC SaaS REST	Http	POST	/bapi/ekyc/v2/public/ekyc/customer/add-account-info-list	linkMultipleAccounts	Public	Read	documented_active	platform_limited
KYC SaaS REST	Http	POST	/bapi/ekyc/v2/public/ekyc/customer/refused-kyc-data	refusedUserKycData	Public	Read	documented_active	platform_limited
