# Binance official API catalog snapshot
# baseline_date: 2026-08-10
# source_catalog: https://developers.binance.com/en/docs/llms.txt
# source_detail: https://developers.binance.com/en/docs/llms-full.txt
# source_catalog_sha256: 44fa6608f682b03358e5b7f53d25e791f5eea4d790bff91db86b95151116fc8e
# source_detail_sha256: 2edabba856125f393ea3e5b7f53d25e791f5eea4d790bff91db86b95151116fc8e
# exposure: local public-surface classification; see README.md
# columns: official_product	interface	method	path_or_message	operation_id	authentication	risk	lifecycle	exposure
Options REST	Http	GET	/eapi/v1/depth	orderBook	Public	Read	documented_active	provider_typed
Options REST	Http	GET	/eapi/v1/blockTrades	recentBlockTradesList	Public	Read	documented_active	provider_typed
Options REST	Http	GET	/eapi/v1/trades	recentTradesList	Public	Read	documented_active	provider_typed
Options REST	Http	GET	/eapi/v1/ping	testConnectivity	Public	Read	documented_active	provider_typed
Options REST	Http	GET	/eapi/v1/ticker	ticker24hrPriceChangeStatistics	Public	Read	documented_active	provider_typed
Options REST	Http	GET	/eapi/v1/block/order/execute	queryBlockTradeDetails	USER_DATA	Read	documented_active	provider_typed
Options REST	Http	POST	/eapi/v1/block/order/execute	acceptBlockTradeOrder	TRADE	FinancialWrite	documented_active	provider_typed
Options REST	Http	GET	/eapi/v1/block/user-trades	accountBlockTradeList	USER_DATA	Read	documented_active	provider_typed
Options REST	Http	PUT	/eapi/v1/block/order/create	extendBlockTradeOrder	TRADE	FinancialWrite	documented_active	provider_typed
Options REST	Http	POST	/eapi/v1/block/order/create	newBlockTradeOrder	TRADE	FinancialWrite	documented_active	provider_typed
Options REST	Http	DELETE	/eapi/v1/block/order/create	cancelBlockTradeOrder	TRADE	FinancialWrite	documented_active	provider_typed
Options REST	Http	GET	/eapi/v1/block/order/orders	queryBlockTradeOrder	TRADE	FinancialWrite	documented_active	provider_typed
Options REST	Http	POST	/eapi/v1/countdownCancelAllHeartBeat	autoCancelAllOpenOrders	TRADE	FinancialWrite	documented_active	provider_typed
Options REST	Http	GET	/eapi/v1/countdownCancelAll	getAutoCancelAllOpenOrders	TRADE	FinancialWrite	documented_active	provider_typed
Options REST	Http	POST	/eapi/v1/countdownCancelAll	setAutoCancelAllOpenOrders	TRADE	FinancialWrite	documented_active	provider_typed
Options REST	Http	GET	/eapi/v1/mmp	getMarketMakerProtectionConfig	TRADE	FinancialWrite	documented_active	provider_typed
Options REST	Http	POST	/eapi/v1/mmpReset	resetMarketMakerProtectionConfig	TRADE	FinancialWrite	documented_active	provider_typed
Options REST	Http	POST	/eapi/v1/mmpSet	setMarketMakerProtectionConfig	TRADE	FinancialWrite	documented_active	provider_typed
Options REST	Http	GET	/eapi/v1/userTrades	accountTradeList	USER_DATA	Read	documented_active	provider_typed
Options REST	Http	DELETE	/eapi/v1/allOpenOrdersByUnderlying	cancelAllOptionOrdersByUnderlying	TRADE	FinancialWrite	documented_active	provider_typed
Options REST	Http	DELETE	/eapi/v1/allOpenOrders	cancelAllOptionOrdersOnSpecificSymbol	TRADE	FinancialWrite	documented_active	provider_typed
Options REST	Http	POST	/eapi/v1/batchOrders	placeMultipleOrders	TRADE	FinancialWrite	documented_active	provider_typed
Options REST	Http	DELETE	/eapi/v1/batchOrders	cancelMultipleOptionOrders	TRADE	FinancialWrite	documented_active	provider_typed
Options REST	Http	GET	/eapi/v1/order	querySingleOrder	TRADE	FinancialWrite	documented_active	provider_typed
Options REST	Http	POST	/eapi/v1/order	newOrder	TRADE	FinancialWrite	documented_active	provider_typed
Options REST	Http	DELETE	/eapi/v1/order	cancelOptionOrder	TRADE	FinancialWrite	documented_active	provider_typed
Options REST	Http	GET	/eapi/v1/position	optionPositionInformation	USER_DATA	Read	documented_active	provider_typed
Options REST	Http	GET	/eapi/v1/openOrders	queryCurrentOpenOptionOrders	USER_DATA	Read	documented_active	provider_typed
Options REST	Http	GET	/eapi/v1/historyOrders	queryOptionOrderHistory	TRADE	FinancialWrite	documented_active	provider_typed
Options REST	Http	POST	/eapi/v1/stock/contract	tradfiOptionsContract	USER_DATA	Read	documented_active	provider_typed
Options REST	Http	GET	/eapi/v1/commission	userCommission	USER_DATA	Read	documented_active	provider_typed
Options REST	Http	GET	/eapi/v1/exerciseRecord	userExerciseRecord	USER_DATA	Read	documented_active	provider_typed
Options REST	Http	PUT	/eapi/v1/listenKey	keepaliveUserDataStream	USER_STREAM	AccountWrite	documented_active	provider_typed
Options REST	Http	POST	/eapi/v1/listenKey	startUserDataStream	USER_STREAM	AccountWrite	documented_active	provider_typed
Options REST	Http	DELETE	/eapi/v1/listenKey	closeUserDataStream	USER_STREAM	AccountWrite	documented_active	provider_typed
Options WebSocket Market Streams	WebSocketStream	POST	/!index@arr	indexPriceStreams	Public	Read	documented_active	provider_typed
Options WebSocket Market Streams	WebSocketStream	POST	/{symbol}@kline_{interval}	klineCandlestickStreams	Public	Read	documented_active	provider_typed
Options WebSocket Market Streams	WebSocketStream	POST	/{underlying}@optionMarkPrice	optionMarkPrice	Public	Read	documented_active	provider_typed
Options WebSocket Market Streams	WebSocketStream	POST	/!optionSymbol	newSymbolInfo	Public	Read	documented_active	provider_typed
Options WebSocket Market Streams	WebSocketStream	POST	/{underlying}@openInterest@{expirationDate}	openInterest	Public	Read	documented_active	provider_typed
Options WebSocket Market Streams	WebSocketStream	POST	/{symbol}@depth@{updateSpeed}	diffBookDepthStreams	Public	Read	documented_active	provider_typed
Options WebSocket Market Streams	WebSocketStream	POST	/{symbol}@bookTicker	individualSymbolBookTickerStreams	Public	Read	documented_active	provider_typed
Options WebSocket Market Streams	WebSocketStream	POST	/{symbol}@depth{level}@{updateSpeed}	partialBookDepthStreams	Public	Read	documented_active	provider_typed
Options WebSocket Market Streams	WebSocketStream	POST	/{symbol}@optionTicker{expirationDate}	hour24Ticker	Public	Read	documented_active	provider_typed
Options WebSocket Market Streams	WebSocketStream	POST	/{symbol}@optionTrade	tradeStreams	Public	Read	documented_active	provider_typed
Portfolio Margin Pro REST	Http	POST	/sapi/v1/portfolio/bnb-transfer	bnbTransfer	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin Pro REST	Http	GET	/sapi/v1/portfolio/repay-futures-switch	getAutoRepayFuturesStatus	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin Pro REST	Http	POST	/sapi/v1/portfolio/repay-futures-switch	changeAutoRepayFuturesStatus	TRADE	FinancialWrite	documented_active	platform_limited
Portfolio Margin Pro REST	Http	POST	/sapi/v1/portfolio/auto-collection	fundAutoCollection	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin Pro REST	Http	POST	/sapi/v1/portfolio/asset-collection	fundCollectionByAsset	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin Pro REST	Http	GET	/sapi/v1/portfolio/delta-mode	getDeltaModeStatus	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin Pro REST	Http	POST	/sapi/v1/portfolio/delta-mode	switchDeltaMode	TRADE	FinancialWrite	documented_active	platform_limited
Portfolio Margin Pro REST	Http	GET	/sapi/v1/portfolio/balance	getPortfolioMarginProAccountBalance	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin Pro REST	Http	GET	/sapi/v1/portfolio/account	getPortfolioMarginProAccountInfo	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin Pro REST	Http	GET	/sapi/v2/portfolio/account	getPortfolioMarginProSpanAccountInfo	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin Pro REST	Http	GET	/sapi/v1/portfolio/earn-asset-balance	getTransferableEarnAssetBalanceForPortfolioMargin	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin Pro REST	Http	POST	/sapi/v1/portfolio/repay	portfolioMarginProBankruptcyLoanRepay	TRADE	FinancialWrite	documented_active	platform_limited
Portfolio Margin Pro REST	Http	GET	/sapi/v1/portfolio/pmLoan	queryPortfolioMarginProBankruptcyLoanAmount	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin Pro REST	Http	GET	/sapi/v1/portfolio/pmloan-history	queryPortfolioMarginProBankruptcyLoanRepayHistory	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin Pro REST	Http	GET	/sapi/v1/portfolio/interest-history	queryPortfolioMarginProNegativeBalanceInterestHistory	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin Pro REST	Http	POST	/sapi/v1/portfolio/repay-futures-negative-balance	repayFuturesNegativeBalance	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin Pro REST	Http	POST	/sapi/v1/portfolio/earn-asset-transfer	transferLdusdtRwusdForPortfolioMargin	TRADE	FinancialWrite	documented_active	platform_limited
Portfolio Margin Pro REST	Http	GET	/sapi/v1/portfolio/margin-call-level	getMarginCallLevel	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin Pro REST	Http	POST	/sapi/v1/portfolio/margin-call-level	setMarginCallLevel	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin Pro REST	Http	DELETE	/sapi/v1/portfolio/margin-call-level	deleteMarginCallLevel	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin Pro REST	Http	GET	/sapi/v1/portfolio/margin-asset-leverage	getPortfolioMarginAssetLeverage	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin Pro REST	Http	GET	/sapi/v1/portfolio/collateralRate	portfolioMarginCollateralRate	MARKET_DATA	Read	documented_active	platform_limited
Portfolio Margin Pro REST	Http	GET	/sapi/v2/portfolio/collateralRate	portfolioMarginProTieredCollateralRate	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin Pro REST	Http	GET	/sapi/v1/portfolio/asset-index-price	queryPortfolioMarginAssetIndexPrice	MARKET_DATA	Read	documented_active	platform_limited
Portfolio Margin REST	Http	GET	/papi/v1/balance	accountBalance	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin REST	Http	GET	/papi/v1/account	accountInformation	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin REST	Http	POST	/papi/v1/bnb-transfer	bnbTransfer	TRADE	FinancialWrite	documented_active	platform_limited
Portfolio Margin REST	Http	GET	/papi/v1/repay-futures-switch	getAutoRepayFuturesStatus	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin REST	Http	POST	/papi/v1/repay-futures-switch	changeAutoRepayFuturesStatus	TRADE	FinancialWrite	documented_active	platform_limited
Portfolio Margin REST	Http	POST	/papi/v1/cm/leverage	changeCmInitialLeverage	TRADE	FinancialWrite	documented_active	platform_limited
Portfolio Margin REST	Http	GET	/papi/v1/cm/positionSide/dual	getCmCurrentPositionMode	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin REST	Http	POST	/papi/v1/cm/positionSide/dual	changeCmPositionMode	TRADE	FinancialWrite	documented_active	platform_limited
Portfolio Margin REST	Http	POST	/papi/v1/um/leverage	changeUmInitialLeverage	TRADE	FinancialWrite	documented_active	platform_limited
Portfolio Margin REST	Http	GET	/papi/v1/um/positionSide/dual	getUmCurrentPositionMode	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin REST	Http	POST	/papi/v1/um/positionSide/dual	changeUmPositionMode	TRADE	FinancialWrite	documented_active	platform_limited
Portfolio Margin REST	Http	GET	/papi/v1/cm/leverageBracket	cmNotionalAndLeverageBrackets	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin REST	Http	POST	/papi/v1/auto-collection	fundAutoCollection	TRADE	FinancialWrite	documented_active	platform_limited
Portfolio Margin REST	Http	POST	/papi/v1/asset-collection	fundCollectionByAsset	TRADE	FinancialWrite	documented_active	platform_limited
Portfolio Margin REST	Http	GET	/papi/v1/cm/account	getCmAccountDetail	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin REST	Http	GET	/papi/v1/cm/income	getCmIncomeHistory	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin REST	Http	GET	/papi/v1/um/order/asyn	getDownloadIdForUmFuturesOrderHistory	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin REST	Http	GET	/papi/v1/um/trade/asyn	getDownloadIdForUmFuturesTradeHistory	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin REST	Http	GET	/papi/v1/um/income/asyn	getDownloadIdForUmFuturesTransactionHistory	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin REST	Http	GET	/papi/v1/margin/marginInterestHistory	getMarginBorrowLoanInterestHistory	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin REST	Http	GET	/papi/v1/um/account	getUmAccountDetail	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin REST	Http	GET	/papi/v2/um/account	getUmAccountDetailV2	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin REST	Http	GET	/papi/v1/um/order/asyn/id	getUmFuturesOrderDownloadLinkById	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin REST	Http	GET	/papi/v1/um/trade/asyn/id	getUmFuturesTradeDownloadLinkById	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin REST	Http	GET	/papi/v1/um/income/asyn/id	getUmFuturesTransactionDownloadLinkById	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin REST	Http	GET	/papi/v1/um/income	getUmIncomeHistory	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin REST	Http	GET	/papi/v1/cm/commissionRate	getUserCommissionRateForCm	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin REST	Http	GET	/papi/v1/um/commissionRate	getUserCommissionRateForUm	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin REST	Http	GET	/papi/v1/margin/maxBorrowable	marginMaxBorrow	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin REST	Http	GET	/papi/v1/um/apiTradingStatus	portfolioMarginUmTradingQuantitativeRulesIndicators	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin REST	Http	GET	/papi/v1/cm/positionRisk	queryCmPositionInformation	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin REST	Http	GET	/papi/v1/margin/marginLoan	queryMarginLoanRecord	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin REST	Http	GET	/papi/v1/margin/maxWithdraw	queryMarginMaxWithdraw	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin REST	Http	GET	/papi/v1/margin/repayLoan	queryMarginRepayRecord	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin REST	Http	GET	/papi/v1/portfolio/interest-history	queryPortfolioMarginNegativeBalanceInterestHistory	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin REST	Http	GET	/papi/v1/um/positionRisk	queryUmPositionInformation	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin REST	Http	GET	/papi/v1/portfolio/negative-balance-exchange-record	queryUserNegativeBalanceAutoExchangeRecord	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin REST	Http	GET	/papi/v1/rateLimit/order	queryUserRateLimit	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin REST	Http	POST	/papi/v1/repay-futures-negative-balance	repayFuturesNegativeBalance	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin REST	Http	GET	/papi/v1/um/accountConfig	umFuturesAccountConfiguration	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin REST	Http	GET	/papi/v1/um/symbolConfig	umFuturesSymbolConfiguration	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin REST	Http	GET	/papi/v1/um/leverageBracket	umNotionalAndLeverageBrackets	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin REST	Http	GET	/papi/v1/ping	testConnectivity	Public	Read	documented_active	platform_limited
Portfolio Margin REST	Http	DELETE	/papi/v1/cm/conditional/allOpenOrders	cancelAllCmOpenConditionalOrders	TRADE	FinancialWrite	documented_active	platform_limited
Portfolio Margin REST	Http	DELETE	/papi/v1/cm/allOpenOrders	cancelAllCmOpenOrders	TRADE	FinancialWrite	documented_active	platform_limited
Portfolio Margin REST	Http	DELETE	/papi/v1/um/conditional/allOpenOrders	cancelAllUmOpenConditionalOrders	TRADE	FinancialWrite	documented_active	platform_limited
Portfolio Margin REST	Http	DELETE	/papi/v1/um/allOpenOrders	cancelAllUmOpenOrders	TRADE	FinancialWrite	documented_active	platform_limited
Portfolio Margin REST	Http	POST	/papi/v1/cm/conditional/order	newCmConditionalOrder	TRADE	FinancialWrite	documented_active	platform_limited
Portfolio Margin REST	Http	DELETE	/papi/v1/cm/conditional/order	cancelCmConditionalOrder	TRADE	FinancialWrite	documented_active	platform_limited
Portfolio Margin REST	Http	GET	/papi/v1/cm/order	queryCmOrder	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin REST	Http	PUT	/papi/v1/cm/order	modifyCmOrder	TRADE	FinancialWrite	documented_active	platform_limited
Portfolio Margin REST	Http	POST	/papi/v1/cm/order	newCmOrder	TRADE	FinancialWrite	documented_active	platform_limited
Portfolio Margin REST	Http	DELETE	/papi/v1/cm/order	cancelCmOrder	TRADE	FinancialWrite	documented_active	platform_limited
Portfolio Margin REST	Http	DELETE	/papi/v1/margin/allOpenOrders	cancelMarginAccountAllOpenOrdersOnASymbol	TRADE	FinancialWrite	documented_active	platform_limited
Portfolio Margin REST	Http	GET	/papi/v1/margin/orderList	queryMarginAccountsOco	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin REST	Http	DELETE	/papi/v1/margin/orderList	cancelMarginAccountOcoOrders	TRADE	FinancialWrite	documented_active	platform_limited
Portfolio Margin REST	Http	GET	/papi/v1/margin/order	queryMarginAccountOrder	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin REST	Http	POST	/papi/v1/margin/order	newMarginOrder	TRADE	FinancialWrite	documented_active	platform_limited
Portfolio Margin REST	Http	DELETE	/papi/v1/margin/order	cancelMarginAccountOrder	TRADE	FinancialWrite	documented_active	platform_limited
Portfolio Margin REST	Http	POST	/papi/v1/um/conditional/order	newUmConditionalOrder	TRADE	FinancialWrite	documented_active	platform_limited
Portfolio Margin REST	Http	DELETE	/papi/v1/um/conditional/order	cancelUmConditionalOrder	TRADE	FinancialWrite	documented_active	platform_limited
Portfolio Margin REST	Http	GET	/papi/v1/um/order	queryUmOrder	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin REST	Http	PUT	/papi/v1/um/order	modifyUmOrder	TRADE	FinancialWrite	documented_active	platform_limited
Portfolio Margin REST	Http	POST	/papi/v1/um/order	newUmOrder	TRADE	FinancialWrite	documented_active	platform_limited
Portfolio Margin REST	Http	DELETE	/papi/v1/um/order	cancelUmOrder	TRADE	FinancialWrite	documented_active	platform_limited
Portfolio Margin REST	Http	GET	/papi/v1/cm/userTrades	cmAccountTradeList	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin REST	Http	GET	/papi/v1/cm/adlQuantile	cmPositionAdlQuantileEstimation	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin REST	Http	GET	/papi/v1/um/feeBurn	getUmFuturesBnbBurnStatus	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin REST	Http	POST	/papi/v1/um/feeBurn	toggleBnbBurnOnUmFuturesTrade	TRADE	FinancialWrite	documented_active	platform_limited
Portfolio Margin REST	Http	POST	/papi/v1/marginLoan	marginAccountBorrow	MARGIN	FinancialWrite	documented_active	platform_limited
Portfolio Margin REST	Http	POST	/papi/v1/margin/order/oco	marginAccountNewOco	TRADE	FinancialWrite	documented_active	platform_limited
Portfolio Margin REST	Http	POST	/papi/v1/repayLoan	marginAccountRepay	MARGIN	FinancialWrite	documented_active	platform_limited
Portfolio Margin REST	Http	POST	/papi/v1/margin/repay-debt	marginAccountRepayDebt	TRADE	FinancialWrite	documented_active	platform_limited
Portfolio Margin REST	Http	GET	/papi/v1/margin/myTrades	marginAccountTradeList	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin REST	Http	GET	/papi/v1/cm/conditional/allOrders	queryAllCmConditionalOrders	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin REST	Http	GET	/papi/v1/cm/allOrders	queryAllCmOrders	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin REST	Http	GET	/papi/v1/cm/conditional/openOrders	queryAllCurrentCmOpenConditionalOrders	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin REST	Http	GET	/papi/v1/cm/openOrders	queryAllCurrentCmOpenOrders	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin REST	Http	GET	/papi/v1/um/conditional/openOrders	queryAllCurrentUmOpenConditionalOrders	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin REST	Http	GET	/papi/v1/um/openOrders	queryAllCurrentUmOpenOrders	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin REST	Http	GET	/papi/v1/margin/allOrders	queryAllMarginAccountOrders	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin REST	Http	GET	/papi/v1/um/conditional/allOrders	queryAllUmConditionalOrders	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin REST	Http	GET	/papi/v1/um/allOrders	queryAllUmOrders	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin REST	Http	GET	/papi/v1/cm/conditional/orderHistory	queryCmConditionalOrderHistory	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin REST	Http	GET	/papi/v1/cm/orderAmendment	queryCmModifyOrderHistory	TRADE	FinancialWrite	documented_active	platform_limited
Portfolio Margin REST	Http	GET	/papi/v1/cm/conditional/openOrder	queryCurrentCmOpenConditionalOrder	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin REST	Http	GET	/papi/v1/cm/openOrder	queryCurrentCmOpenOrder	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin REST	Http	GET	/papi/v1/margin/openOrders	queryCurrentMarginOpenOrder	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin REST	Http	GET	/papi/v1/um/conditional/openOrder	queryCurrentUmOpenConditionalOrder	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin REST	Http	GET	/papi/v1/um/openOrder	queryCurrentUmOpenOrder	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin REST	Http	GET	/papi/v1/margin/allOrderList	queryMarginAccountsAllOco	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin REST	Http	GET	/papi/v1/margin/openOrderList	queryMarginAccountsOpenOco	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin REST	Http	GET	/papi/v1/um/conditional/orderHistory	queryUmConditionalOrderHistory	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin REST	Http	GET	/papi/v1/um/orderAmendment	queryUmModifyOrderHistory	TRADE	FinancialWrite	documented_active	platform_limited
Portfolio Margin REST	Http	GET	/papi/v1/cm/forceOrders	queryUsersCmForceOrders	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin REST	Http	GET	/papi/v1/margin/forceOrders	queryUsersMarginForceOrders	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin REST	Http	GET	/papi/v1/um/forceOrders	queryUsersUmForceOrders	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin REST	Http	GET	/papi/v1/um/userTrades	umAccountTradeList	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin REST	Http	GET	/papi/v1/um/adlQuantile	umPositionAdlQuantileEstimation	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin REST	Http	POST	/papi/v1/um/algo/order	newUmAlgoOrder	TRADE	FinancialWrite	documented_active	platform_limited
Portfolio Margin REST	Http	DELETE	/papi/v1/um/algo/order	cancelUmAlgoOrder	TRADE	FinancialWrite	documented_active	platform_limited
Portfolio Margin REST	Http	DELETE	/papi/v1/um/algo/allOpenOrders	cancelAllUmAlgoOpenOrders	TRADE	FinancialWrite	documented_active	platform_limited
Portfolio Margin REST	Http	GET	/papi/v1/um/algo/algoOrder	queryCurrentUmOpenAlgoOrder	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin REST	Http	GET	/papi/v1/um/algo/openAlgoOrders	queryAllCurrentUmOpenAlgoOrders	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin REST	Http	GET	/papi/v1/um/algo/allAlgoOrders	queryUmAlgoOrderHistory	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin REST	Http	POST	/papi/v1/um/stock/contract	futuresTradfiPerpsContract	USER_DATA	Read	documented_active	platform_limited
Portfolio Margin REST	Http	PUT	/papi/v1/listenKey	keepaliveUserDataStream	USER_STREAM	AccountWrite	documented_active	platform_limited
Portfolio Margin REST	Http	POST	/papi/v1/listenKey	startUserDataStream	USER_STREAM	AccountWrite	documented_active	platform_limited
Portfolio Margin REST	Http	DELETE	/papi/v1/listenKey	closeUserDataStream	USER_STREAM	AccountWrite	documented_active	platform_limited
Futures (USDⓈ-M) REST	Http	GET	/fapi/v2/account	accountInformationV2	USER_DATA	Read	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	GET	/fapi/v3/account	accountInformationV3	USER_DATA	Read	documented_active	common_existing
Futures (USDⓈ-M) REST	Http	GET	/fapi/v2/balance	futuresAccountBalanceV2	USER_DATA	Read	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	GET	/fapi/v3/balance	futuresAccountBalanceV3	USER_DATA	Read	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	GET	/fapi/v1/accountConfig	futuresAccountConfiguration	USER_DATA	Read	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	GET	/fapi/v1/apiTradingStatus	futuresTradingQuantitativeRulesIndicators	USER_DATA	Read	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	GET	/fapi/v1/feeBurn	getBnbBurnStatus	USER_DATA	Read	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	POST	/fapi/v1/feeBurn	toggleBnbBurnOnFuturesTrade	TRADE	FinancialWrite	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	GET	/fapi/v1/multiAssetsMargin	getCurrentMultiAssetsMode	USER_DATA	Read	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	GET	/fapi/v1/positionSide/dual	getCurrentPositionMode	USER_DATA	Read	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	GET	/fapi/v1/order/asyn	getDownloadIdForFuturesOrderHistory	USER_DATA	Read	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	GET	/fapi/v1/trade/asyn	getDownloadIdForFuturesTradeHistory	USER_DATA	Read	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	GET	/fapi/v1/income/asyn	getDownloadIdForFuturesTransactionHistory	USER_DATA	Read	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	GET	/fapi/v1/order/asyn/id	getFuturesOrderHistoryDownloadLinkById	USER_DATA	Read	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	GET	/fapi/v1/trade/asyn/id	getFuturesTradeDownloadLinkById	USER_DATA	Read	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	GET	/fapi/v1/income/asyn/id	getFuturesTransactionHistoryDownloadLinkById	USER_DATA	Read	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	GET	/fapi/v1/income	getIncomeHistory	USER_DATA	Read	documented_active	common_existing
Futures (USDⓈ-M) REST	Http	GET	/fapi/v1/leverageBracket	notionalAndLeverageBrackets	USER_DATA	Read	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	GET	/fapi/v1/rateLimit/order	queryUserRateLimit	USER_DATA	Read	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	GET	/fapi/v1/symbolConfig	symbolConfiguration	USER_DATA	Read	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	GET	/fapi/v1/commissionRate	userCommissionRate	USER_DATA	Read	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	POST	/fapi/v1/multiAssetsMargin	changeMultiAssetsMode	TRADE	FinancialWrite	documented_active	provider_typed
Futures (USDⓈ-M) REST	Http	POST	/fapi/v1/positionSide/dual	changePositionMode	TRADE	FinancialWrite	documented_active	provider_typed
